Fecha,Anio,Mes,Estacion,Precipitacion
2021-08-01,2021,8,2120639,7.993014335632324
2021-09-01,2021,9,2120639,76.39954376220703
2021-10-01,2021,10,2120639,171.43727111816406
2021-11-01,2021,11,2120639,171.747314453125
2021-12-01,2021,12,2120639,48.30252456665039
2021-01-01,2021,1,2120641,74.71227264404297
2021-02-01,2021,2,2120641,53.42323684692383
2021-03-01,2021,3,2120641,-4.744113922119141
2021-04-01,2021,4,2120641,15.263240814208984
2021-05-01,2021,5,2120641,69.83904266357422
2021-06-01,2021,6,2120641,19.433788299560547
2021-07-01,2021,7,2120641,38.66555404663086
2021-08-01,2021,8,2120641,54.91546630859375
2021-09-01,2021,9,2120641,55.44471740722656
2021-10-01,2021,10,2120641,166.1566162109375
2021-11-01,2021,11,2120641,121.82093048095703
2021-12-01,2021,12,2120641,106.88800811767578
2021-01-01,2021,1,2120644,22.991397857666016
2021-02-01,2021,2,2120644,124.89846801757812
2021-03-01,2021,3,2120644,97.02548217773438
2021-04-01,2021,4,2120644,104.0833740234375
2021-05-01,2021,5,2120644,84.20389556884766
2021-06-01,2021,6,2120644,44.604339599609375
2021-07-01,2021,7,2120644,26.59354019165039
2021-08-01,2021,8,2120644,39.396629333496094
2021-09-01,2021,9,2120644,33.80198669433594
2021-10-01,2021,10,2120644,111.0953598022461
2021-11-01,2021,11,2120644,75.33601379394531
2021-12-01,2021,12,2120644,34.012725830078125
2021-01-01,2021,1,2120646,11.5291109085083
2021-02-01,2021,2,2120646,86.50000762939453
2021-03-01,2021,3,2120646,76.24832916259766
2021-04-01,2021,4,2120646,150.3455810546875
2021-05-01,2021,5,2120646,219.519287109375
2021-06-01,2021,6,2120646,109.90933227539062
2021-07-01,2021,7,2120646,44.6483039855957
2021-08-01,2021,8,2120646,43.32585144042969
2021-09-01,2021,9,2120646,80.74117279052734
2021-10-01,2021,10,2120646,139.5955047607422
2021-11-01,2021,11,2120646,143.44061279296875
2021-12-01,2021,12,2120646,82.00321960449219
2021-01-01,2021,1,2120647,156.6085662841797
2021-02-01,2021,2,2120647,183.9788818359375
2021-03-01,2021,3,2120647,187.7939910888672
2021-04-01,2021,4,2120647,219.7293701171875
2021-05-01,2021,5,2120647,193.835693359375
2021-06-01,2021,6,2120647,48.99701690673828
2021-07-01,2021,7,2120647,8.967633247375488
2021-08-01,2021,8,2120647,-1.4179718494415283
2021-09-01,2021,9,2120647,91.9179916381836
2021-10-01,2021,10,2120647,131.7336883544922
2021-11-01,2021,11,2120647,189.95082092285156
2021-12-01,2021,12,2120647,152.23550415039062
2021-01-01,2021,1,2306507,37.41830062866211
2021-02-01,2021,2,2306507,227.08935546875
2021-03-01,2021,3,2306507,168.66539001464844
2021-04-01,2021,4,2306507,142.76101684570312
2021-05-01,2021,5,2306507,111.95838928222656
2021-06-01,2021,6,2306507,42.15644836425781
2021-07-01,2021,7,2306507,52.26449203491211
2021-08-01,2021,8,2306507,60.25102615356445
2021-09-01,2021,9,2306507,100.13945770263672
2021-10-01,2021,10,2306507,187.16729736328125
2021-11-01,2021,11,2306507,210.03599548339844
2021-12-01,2021,12,2306507,96.74491882324219
2021-01-01,2021,1,2306516,117.75525665283203
2021-02-01,2021,2,2306516,428.8837585449219
2021-03-01,2021,3,2306516,82.42292022705078
2021-04-01,2021,4,2306516,253.09500122070312
2021-05-01,2021,5,2306516,259.78900146484375
2021-06-01,2021,6,2306516,66.33572387695312
2021-07-01,2021,7,2306516,50.488121032714844
2021-08-01,2021,8,2306516,55.80811309814453
2021-09-01,2021,9,2306516,88.79452514648438
2021-10-01,2021,10,2306516,133.0084686279297
2021-11-01,2021,11,2306516,153.90475463867188
2021-12-01,2021,12,2306516,134.7038116455078
2021-01-01,2021,1,2306517,72.47711181640625
2021-02-01,2021,2,2306517,103.6873550415039
2021-03-01,2021,3,2306517,115.76827239990234
2021-04-01,2021,4,2306517,114.31747436523438
2021-05-01,2021,5,2306517,259.938232421875
2021-06-01,2021,6,2306517,40.48823547363281
2021-07-01,2021,7,2306517,34.58617401123047
2021-08-01,2021,8,2306517,31.38774871826172
2021-09-01,2021,9,2306517,84.55378723144531
2021-10-01,2021,10,2306517,184.2144012451172
2021-11-01,2021,11,2306517,121.418212890625
2021-12-01,2021,12,2306517,98.17108917236328
2021-01-01,2021,1,2401513,22.92043113708496
2021-02-01,2021,2,2401513,40.63642120361328
2021-03-01,2021,3,2401513,66.09722900390625
2021-04-01,2021,4,2401513,79.10662078857422
2021-05-01,2021,5,2401513,91.91419982910156
2021-06-01,2021,6,2401513,55.3435173034668
2021-07-01,2021,7,2401513,38.82267761230469
2021-08-01,2021,8,2401513,33.7929801940918
2021-09-01,2021,9,2401513,38.126190185546875
2021-10-01,2021,10,2401513,108.9648666381836
2021-11-01,2021,11,2401513,87.81922912597656
2021-12-01,2021,12,2401513,37.43719482421875
2021-01-01,2021,1,2401519,18.046297073364258
2021-02-01,2021,2,2401519,36.306575775146484
2021-03-01,2021,3,2401519,45.952083587646484
2021-04-01,2021,4,2401519,100.72645568847656
2021-05-01,2021,5,2401519,40.60689163208008
2021-06-01,2021,6,2401519,58.034568786621094
2021-07-01,2021,7,2401519,35.74089431762695
2021-08-01,2021,8,2401519,43.84205627441406
2021-09-01,2021,9,2401519,61.53575134277344
2021-10-01,2021,10,2401519,105.50361633300781
2021-11-01,2021,11,2401519,88.87115478515625
2021-12-01,2021,12,2401519,21.033313751220703
