Fecha,Anio,Mes,Estacion,Precipitacion,Temperatura,Humedad,BrilloSolar
2/1/1985,1985,2,2120629,39.5,11.1,86,124
2/1/1986,1986,2,2120629,68.1,11.4,79.86,120.4
2/1/1987,1987,2,2120629,24,12.22,79.86,136.16
2/1/1988,1988,2,2120629,111.7,12.22,79.86,136.16
2/1/1989,1989,2,2120629,145,12.22,79.86,136.16
2/1/1990,1990,2,2120629,156,12.22,79.86,136.16
2/1/1991,1991,2,2120629,36.2,14.3,75,149.8
2/1/1992,1992,2,2120629,27.7,13.8,76,156.9
2/1/1993,1993,2,2120629,174.3,10.7,83,147.5
2/1/1994,1994,2,2120629,72.2,12.6,81,126.8
2/1/1995,1995,2,2120629,38,12.6,75,171.2
2/1/1996,1996,2,2120629,29.1,11.9,71,110.1
2/1/1997,1997,2,2120629,33,14.2,69,166
2/1/1998,1998,2,2120629,69.3,14.4,68,170.5
2/1/1999,1999,2,2120629,67.3,11.9,83,86.2
2/1/2000,2000,2,2120629,24.1,12.4,90,116.6
2/1/2001,2001,2,2120629,35.3,13,85,107.5
2/1/2002,2002,2,2120629,27.8,13.1,60,180.4
2/1/2003,2003,2,2120629,111.2,13.1,85,167.1
2/1/2004,2004,2,2120629,76,12.22,79.86,172.9
2/1/2005,2005,2,2120629,40.2,12.22,79.86,153.6
2/1/2006,2006,2,2120629,26,12.6,84,166.8
2/1/2007,2007,2,2120629,31,11.7,85,136.16
2/1/2008,2008,2,2120629,51,11.5,90,144.2
2/1/2009,2009,2,2120629,44,12.8,86,146.9
2/1/2010,2010,2,2120629,22.5,13.2,89,160.8
2/1/2011,2011,2,2120629,61,12.4,91,115.6
2/1/2012,2012,2,2120629,52.4,12.3,80,169.4
2/1/2013,2013,2,2120629,102.1,12.5,90,114.1
2/1/2014,2014,2,2120629,49.4,12.9,87,151.5
2/1/2015,2015,2,2120629,31.2,13,85,160.4
2/1/2016,2016,2,2120629,101,13.3,91,155.2
2/1/2017,2017,2,2120629,130.7,13.2,84,181.4
2/1/2018,2018,2,2120629,89.9,12,93,127.1
2/1/2019,2019,2,2120629,64.3,12.7,94,136.16
2/1/1996,1996,2,2119514,81.99,17.78,71.77,116.74
2/1/1997,1997,2,2119514,17.1,20.2,75,155
2/1/1998,1998,2,2119514,37,21.5,63,161.9
2/1/1999,1999,2,2119514,164.9,15.3,77,91.8
2/1/2000,2000,2,2119514,144,18.8,68,126.9
2/1/2001,2001,2,2119514,19.4,21.8,59,116.74
2/1/2002,2002,2,2119514,81.99,20.5,53,142.9
2/1/2003,2003,2,2119514,156.8,17.8,71.77,116.74
2/1/2004,2004,2,2119514,52.8,22.3,59,116.74
2/1/2006,2006,2,2119514,90.9,15.7,92,116.74
2/1/2007,2007,2,2119514,81.99,20.6,72,189.9
2/1/2008,2008,2,2119514,117,17.3,84,144.5
2/1/2009,2009,2,2119514,57.1,18.4,84,101.6
2/1/2010,2010,2,2119514,15.5,17.78,73,116.74
2/1/2011,2011,2,2119514,198.6,18.7,88,109.1
2/1/2012,2012,2,2119514,63.4,18.9,81,103.3
2/1/2013,2013,2,2119514,146.7,19.1,84,105.8
2/1/2014,2014,2,2119514,98.7,19.3,82,135.2
2/1/2015,2015,2,2119514,81.7,22.7,75,172.1
2/1/2016,2016,2,2119514,96.6,21.1,75,137.3
2/1/2017,2017,2,2119514,118.6,20.5,74,190.4
2/1/2018,2018,2,2119514,158.6,18.5,82,127.9
2/1/2019,2019,2,2119514,50.4,20,79,139.2
2/1/1985,1985,2,2401513,6.2,12.3,71,194.2
2/1/1986,1986,2,2401513,45.4,11.6,66.75,163.9
2/1/1987,1987,2,2401513,0,13.76,66.75,170.85
2/1/1988,1988,2,2401513,47.3,13.76,66.75,170.85
2/1/1989,1989,2,2401513,51,13.76,66.75,170.85
2/1/1990,1990,2,2401513,72.5,13.76,66.75,170.85
2/1/1991,1991,2,2401513,10.9,16.3,62,193.2
2/1/1992,1992,2,2401513,8.5,15.1,71,197.6
2/1/1993,1993,2,2401513,24.7,15.4,69,206
2/1/1994,1994,2,2401513,61,13.1,71,160.3
2/1/1995,1995,2,2401513,23,13.5,71,177.5
2/1/1996,1996,2,2401513,53.1,13,64,153.9
2/1/1997,1997,2,2401513,27.9,13.7,55,184.1
2/1/1998,1998,2,2401513,80.9,16.4,63,187.6
2/1/1999,1999,2,2401513,78,16.1,79,37
2/1/2000,2000,2,2401513,23,13.76,66.75,170.85
2/1/2001,2001,2,2401513,17,16.1,55,160.8
2/1/2002,2002,2,2401513,40.3,14.7,62,201.7
2/1/2003,2003,2,2401513,58.7,15.5,68,202.9
2/1/2006,2006,2,2401513,10,13,67,214.2
2/1/2007,2007,2,2401513,10,14,44,243.5
2/1/2008,2008,2,2401513,29,14.3,68,190.4
2/1/2009,2009,2,2401513,55,13.2,73,180.2
2/1/2010,2010,2,2401513,69.9,15.1,69,205.9
2/1/2011,2011,2,2401513,90.3,12.9,76,148.9
2/1/2012,2012,2,2401513,42.2,13.3,78,227.8
2/1/2013,2013,2,2401513,36.6,14.2,75,177.6
2/1/2014,2014,2,2401513,107,14.3,76,190.2
2/1/2015,2015,2,2401513,19.8,13.8,76,180.2
2/1/2016,2016,2,2401513,12,15.5,76,170.85
2/1/2017,2017,2,2401513,36.8,13.5,76,200.9
2/1/2018,2018,2,2401513,67.3,14.2,79,184.4
2/1/2019,2019,2,2401513,48.3,15,75,189.7
2/1/1967,1967,2,2120557,52.5,11.8,84,156.2
2/1/1968,1968,2,2120557,35.4,11.5,83,147.2
2/1/1969,1969,2,2120557,7.5,11.9,84,160.4
2/1/1970,1970,2,2120557,17,11.6,82,168.3
2/1/1971,1971,2,2120557,65.5,16.9,83,133.5
2/1/1972,1972,2,2120557,75.9,11.6,85,176.1
2/1/1973,1973,2,2120557,4.4,13.6,76,184.5
2/1/1974,1974,2,2120557,32.2,12.5,85,130.3
2/1/1975,1975,2,2120557,79.8,12.4,85,112.8
2/1/1976,1976,2,2120557,56.4,12.4,80,170.4
2/1/1977,1977,2,2120557,14,12.5,74,169
2/1/1978,1978,2,2120557,8.1,12.9,76,171.8
2/1/1979,1979,2,2120557,19.5,11.7,72,165.3
2/1/1980,1980,2,2120557,41,12.6,79,194.8
2/1/1981,1981,2,2120557,17.4,13.3,73,129
2/1/1982,1982,2,2120557,88.4,10.1,87,72.8
2/1/1983,1983,2,2120557,32.9,11.2,79,153.7
2/1/1984,1984,2,2120557,51.4,9.6,78,119.9
2/1/1985,1985,2,2120557,16.1,10,67,144.5
2/1/1986,1986,2,2120557,58.6,12.04,77.25,129.1
2/1/1987,1987,2,2120557,36.6,12.04,77.25,136.54
2/1/1988,1988,2,2120557,32.5,12.04,77.25,136.54
2/1/1989,1989,2,2120557,77.5,12.04,77.25,136.54
2/1/1990,1990,2,2120557,62.9,12.04,77.25,136.54
2/1/1991,1991,2,2120557,27.2,13.5,80,138.8
2/1/1992,1992,2,2120557,43,10.8,70,121.1
2/1/1993,1993,2,2120557,47.8,9.4,81,142
2/1/1994,1994,2,2120557,60.5,12.4,77,136.54
2/1/1995,1995,2,2120557,41.8,12.2,76,137.8
2/1/1996,1996,2,2120557,64.4,11.6,76,112.1
2/1/1997,1997,2,2120557,9.8,13.5,69,140
2/1/1998,1998,2,2120557,47,15.4,72,87.7
2/1/1999,1999,2,2120557,70.1,12.04,77.25,79.7
2/1/2000,2000,2,2120557,89.2,11.2,84,114.8
2/1/2001,2001,2,2120557,16.4,11.8,77,103.6
2/1/2002,2002,2,2120557,42.41,13.5,74,173.5
2/1/2003,2003,2,2120557,18,12.04,74,136.54
2/1/2004,2004,2,2120557,33.7,11.6,76,179
2/1/2005,2005,2,2120557,39.5,11.7,85,125.1
2/1/2006,2006,2,2120557,102,16.5,73,138.1
2/1/2007,2007,2,2120557,13,11.7,71,230.5
2/1/2008,2008,2,2120557,58.5,12.6,82,153.6
2/1/2009,2009,2,2120557,61.1,14,78,155.1
2/1/2010,2010,2,2120557,10.5,12.04,75,135.2
2/1/2011,2011,2,2120557,42,12.8,82,122.9
2/1/2012,2012,2,2120557,25.5,11.9,78,195.4
2/1/2013,2013,2,2120557,62.5,13.4,87,130.7
2/1/2014,2014,2,2120557,97.1,13.1,83,130.3
2/1/2015,2015,2,2120557,34.1,13.6,82,174.1
2/1/2016,2016,2,2120557,19.5,15.4,78,136.54
2/1/2017,2017,2,2120557,36.2,14.2,84,192
2/1/2018,2018,2,2120557,36.5,13.8,88,152.6
2/1/2019,2019,2,2120557,57.1,14.2,84,135.4
6/1/1967,1967,6,2120557,110.6,12,84,85.4
6/1/1968,1968,6,2120557,121.8,11.3,81,109
6/1/1969,1969,6,2120557,89.7,12,83,135.8
6/1/1970,1970,6,2120557,33.5,12.8,78,151.5
6/1/1971,1971,6,2120557,45.8,12.4,80,143.4
6/1/1972,1972,6,2120557,114.2,13.2,83,117.7
6/1/1973,1973,6,2120557,102.3,13.3,80,103.6
6/1/1974,1974,6,2120557,32.8,12.7,77,130
6/1/1975,1975,6,2120557,50.5,13.3,75,146.6
6/1/1976,1976,6,2120557,55.7,12.9,77,111.4
6/1/1977,1977,6,2120557,64.4,13.2,76,90.6
6/1/1978,1978,6,2120557,81.9,11.5,81,116.4
6/1/1979,1979,6,2120557,114.3,13.2,80,116.5
6/1/1980,1980,6,2120557,68.9,13.5,74,139.4
6/1/1981,1981,6,2120557,66.6,12.6,80,139.3
6/1/1982,1982,6,2120557,47.8,10.2,83,106.9
6/1/1983,1983,6,2120557,46.8,10.2,78,105.2
6/1/1984,1984,6,2120557,84.2,10.2,86,105.8
6/1/1985,1985,6,2120557,24.3,11.69,71.46,118.2
6/1/1986,1986,6,2120557,77.9,11.69,71.46,104.2
6/1/1987,1987,6,2120557,23.6,11.69,71.46,109.26
6/1/1988,1988,6,2120557,99.1,11.69,71.46,109.26
6/1/1989,1989,6,2120557,40.3,11.69,71.46,109.26
6/1/1990,1990,6,2120557,34.6,11.69,71.46,109.26
6/1/1991,1991,6,2120557,25.5,14.7,75,98
6/1/1992,1992,6,2120557,31,11.5,58,133.6
6/1/1993,1993,6,2120557,46.8,12.1,72,84.3
6/1/1994,1994,6,2120557,49.2,12,73,139.1
6/1/1995,1995,6,2120557,78.1,12.5,78,107.2
6/1/1996,1996,6,2120557,67.2,10.4,76,92.1
6/1/1997,1997,6,2120557,71.6,14.6,77,122.2
6/1/1998,1998,6,2120557,36.2,14.4,68,120.7
6/1/1999,1999,6,2120557,79.1,14.6,83,119.6
6/1/2000,2000,6,2120557,43.5,12.7,75,92.4
6/1/2001,2001,6,2120557,39.1,12.8,78,122.7
6/1/2002,2002,6,2120557,59.62,12.4,85,124.7
6/1/2003,2003,6,2120557,59.62,11.69,71,109.26
6/1/2004,2004,6,2120557,39.6,12.4,69,128.1
6/1/2005,2005,6,2120557,52,11.5,79,77.3
6/1/2006,2006,6,2120557,82.3,14.7,79,107.7
6/1/2007,2007,6,2120557,79.8,11.69,71.46,126.5
6/1/2008,2008,6,2120557,82.8,12.5,75,109.26
6/1/2009,2009,6,2120557,99.2,13.4,77,98.6
6/1/2010,2010,6,2120557,119.8,11.69,80,25.6
6/1/2011,2011,6,2120557,64,13,77,127.7
6/1/2012,2012,6,2120557,31.8,13.4,72,145.7
6/1/2013,2013,6,2120557,33.6,11.69,71.46,170.7
6/1/2014,2014,6,2120557,65.1,13.4,81,122.8
6/1/2015,2015,6,2120557,50.6,13.8,81,115.9
6/1/2016,2016,6,2120557,43.2,13.8,82,127.1
6/1/2017,2017,6,2120557,66.2,14,87,127.9
6/1/2018,2018,6,2120557,50.7,14.1,86,118.6
6/1/2019,2019,6,2120557,59.62,14.3,71.46,109.26
6/1/1966,1966,6,2401519,82.6,12.9,76,136
6/1/1967,1967,6,2401519,76.9,11.4,70.56,66.8
6/1/1968,1968,6,2401519,83.7,11.8,82,87.2
6/1/1969,1969,6,2401519,57.4,12.2,78,96.78
6/1/1970,1970,6,2401519,40.4,15.9,76,132.1
6/1/1971,1971,6,2401519,45.1,12.1,79,116.9
6/1/1972,1972,6,2401519,31.3,12.9,78,93.1
6/1/1973,1973,6,2401519,85.3,13,78,101
6/1/1974,1974,6,2401519,61.3,11.3,77,178.2
6/1/1975,1975,6,2401519,51,10.8,78,129.5
6/1/1976,1976,6,2401519,70.3,10.6,77,82.7
6/1/1977,1977,6,2401519,38.2,11.8,80,96.78
6/1/1978,1978,6,2401519,49.3,11.9,81,103.9
6/1/1979,1979,6,2401519,74.4,12.6,78,96.78
6/1/1980,1980,6,2401519,99.1,11.5,77,122.9
6/1/1981,1981,6,2401519,33.8,12.3,77,112.8
6/1/1982,1982,6,2401519,24,11.7,80,100.5
6/1/1983,1983,6,2401519,15.8,12,75,107.5
6/1/1984,1984,6,2401519,54.1,12.7,72,86.5
6/1/1985,1985,6,2401519,32.2,11.3,77,91.5
6/1/1986,1986,6,2401519,86.8,13.2,70.56,82.9
6/1/1987,1987,6,2401519,18.4,12.2,79,96.78
6/1/1988,1988,6,2401519,116.5,12.28,70.56,96.78
6/1/1989,1989,6,2401519,30.7,12.28,70.56,96.78
6/1/1990,1990,6,2401519,17.1,12.28,70.56,96.78
6/1/1991,1991,6,2401519,28.3,13.7,70.56,92.2
6/1/1992,1992,6,2401519,22.7,12.9,59,109.7
6/1/1993,1993,6,2401519,21.7,13.2,67,79.5
6/1/1994,1994,6,2401519,23.9,13.1,58,116
6/1/1995,1995,6,2401519,44,13.6,71,85.8
6/1/1996,1996,6,2401519,117.5,15.1,79,87.1
6/1/1997,1997,6,2401519,63.5,15.4,73,124
6/1/1998,1998,6,2401519,25,14.3,80,91.4
6/1/1999,1999,6,2401519,100.8,14.9,75,119.5
6/1/2000,2000,6,2401519,69.3,14.7,71,77.2
6/1/2001,2001,6,2401519,31.5,14.3,70,66.6
6/1/2002,2002,6,2401519,52.1,13.9,74,105.3
6/1/2003,2003,6,2401519,48.13,13.2,74,96.78
6/1/2005,2005,6,2401519,20.4,15.1,79,92.7
6/1/2006,2006,6,2401519,67.9,13.6,69,87.1
6/1/2007,2007,6,2401519,30,12.28,70.56,97.6
6/1/2008,2008,6,2401519,63.7,13.1,86,78.2
6/1/2009,2009,6,2401519,38.4,12.6,84,80.4
6/1/2010,2010,6,2401519,48,14,84,111.5
6/1/2011,2011,6,2401519,53.3,13.6,84,92.2
6/1/2012,2012,6,2401519,31.7,13.5,78,112.3
6/1/2013,2013,6,2401519,31.4,12.28,70.56,122.3
6/1/2014,2014,6,2401519,27.7,13.6,83,105.7
6/1/2015,2015,6,2401519,38.2,11.9,79,70.2
6/1/2016,2016,6,2401519,18.8,14.3,80,105.3
6/1/2017,2017,6,2401519,69.4,14.6,84,115.4
6/1/2018,2018,6,2401519,36.1,13.6,91,94.6
6/1/2019,2019,6,2401519,48.13,12.28,70.56,96.78
6/1/1991,1991,6,2120646,41.3,23,77,124.2
6/1/1992,1992,6,2120646,27.4,23.5,68,149.8
6/1/1993,1993,6,2120646,27.1,22.4,75,116.6
6/1/1994,1994,6,2120646,61.4,21.7,74,155.7
6/1/1995,1995,6,2120646,89.3,22.3,77,126.2
6/1/1996,1996,6,2120646,113.2,23,76,118.2
6/1/1997,1997,6,2120646,64.3,23.6,72,148.3
6/1/1998,1998,6,2120646,34.6,23.5,65,88.5
6/1/1999,1999,6,2120646,46.8,21.9,73,119
6/1/2000,2000,6,2120646,79.9,20.67,63.1,102.3
6/1/2001,2001,6,2120646,52.2,22.3,79,108.89
6/1/2002,2002,6,2120646,93.1,22.8,76,121.6
6/1/2003,2003,6,2120646,62.43,20.67,63.1,78.8
6/1/2004,2004,6,2120646,22.6,25.1,79,142.3
6/1/2005,2005,6,2120646,49,23.4,76,107.3
6/1/2006,2006,6,2120646,63.8,23.5,63.1,116.4
6/1/2007,2007,6,2120646,42.8,20.67,63.1,119
6/1/2008,2008,6,2120646,94.1,22.3,81,81.7
6/1/2009,2009,6,2120646,131.8,22.3,78,108.89
6/1/2010,2010,6,2120646,109.4,23.8,76,110.4
6/1/2011,2011,6,2120646,68.7,22.7,74,115.8
6/1/2012,2012,6,2120646,28.7,24,75,138.6
6/1/2013,2013,6,2120646,50.6,23.8,77,156.9
6/1/2014,2014,6,2120646,43.8,23.2,78,133
6/1/2015,2015,6,2120646,60.6,22.5,84,106.5
6/1/2016,2016,6,2120646,31.1,24.1,74,132
6/1/2017,2017,6,2120646,94.3,23,83,129.4
6/1/2018,2018,6,2120646,99.2,22.4,83,119.3
6/1/2019,2019,6,2120646,89.5,23.2,63.1,108.89
6/1/1968,1968,6,2120562,110.7,11.6,78,107.03
6/1/1969,1969,6,2120562,44.6,13.8,77,107.03
6/1/1970,1970,6,2120562,66.5,13.5,79,107.03
6/1/1971,1971,6,2120562,50.6,12.9,80,107.03
6/1/1972,1972,6,2120562,70.9,14.2,80,107.03
6/1/1973,1973,6,2120562,81.3,14.2,79,107.03
6/1/1974,1974,6,2120562,35.4,13.6,79,107.03
6/1/1975,1975,6,2120562,72.6,13.4,80,107.03
6/1/1976,1976,6,2120562,65,13.6,84,107.03
6/1/1977,1977,6,2120562,21.2,14.4,80,107.03
6/1/1978,1978,6,2120562,48.7,14.2,81,107.03
6/1/1979,1979,6,2120562,121.1,15.5,84,107.03
6/1/1980,1980,6,2120562,84.7,13.7,79,107.03
6/1/1981,1981,6,2120562,38.6,15,80,107.03
6/1/1982,1982,6,2120562,23.1,13.8,73,107.03
6/1/1983,1983,6,2120562,29.8,13.7,74,107.03
6/1/1984,1984,6,2120562,87,13,80,107.03
6/1/1985,1985,6,2120562,35.3,12.2,79,31.3
6/1/1986,1986,6,2120562,93.7,13.1,80,121.3
6/1/1987,1987,6,2120562,21.1,12.06,70.37,107.03
6/1/1988,1988,6,2120562,58.4,12.06,70.37,107.03
6/1/1989,1989,6,2120562,24.7,12.06,70.37,107.03
6/1/1990,1990,6,2120562,36.2,12.06,70.37,107.03
6/1/1991,1991,6,2120562,41.3,11.3,80,92.9
6/1/1992,1992,6,2120562,26.5,13.1,71,131.9
6/1/1993,1993,6,2120562,56.7,13.6,82,82
6/1/1994,1994,6,2120562,87.5,14.6,68,136.3
6/1/1995,1995,6,2120562,50.2,15.1,69,109.4
6/1/1996,1996,6,2120562,45.7,15.7,69,109.9
6/1/1997,1997,6,2120562,70.3,12.06,70.37,134.4
6/1/1998,1998,6,2120562,40.4,14,69,130.6
6/1/1999,1999,6,2120562,78.4,14.4,77,162
6/1/2000,2000,6,2120562,71.9,13.9,77,111.2
6/1/2001,2001,6,2120562,36,13.5,76,123
6/1/2002,2002,6,2120562,88.3,13.9,73,117
6/1/2003,2003,6,2120562,34.1,12.06,4,61.5
6/1/2004,2004,6,2120562,19.1,12.06,70.37,29.5
6/1/2005,2005,6,2120562,37.2,0.2,70.37,84.7
6/1/2006,2006,6,2120562,38.5,15.3,83,105.5
6/1/2007,2007,6,2120562,64.7,12.06,70.37,112.8
6/1/2008,2008,6,2120562,104.3,14.5,87,136.7
6/1/2009,2009,6,2120562,10,12.7,70.37,92.3
6/1/2010,2010,6,2120562,87.1,14.3,89,120.1
6/1/2011,2011,6,2120562,61.4,12.6,88,121.3
6/1/2012,2012,6,2120562,48.8,13.2,85,142.8
6/1/2013,2013,6,2120562,22.1,13.8,78,149.1
6/1/2014,2014,6,2120562,75.1,14.2,82,103.2
6/1/2015,2015,6,2120562,101.3,13.3,83,101.6
6/1/2016,2016,6,2120562,33.5,14.4,79,119.3
6/1/2017,2017,6,2120562,103.8,14.4,83,125.4
6/1/2018,2018,6,2120562,68.6,13.6,79,118.8
6/1/2019,2019,6,2120562,56.23,12.06,70.37,107.03
6/1/2000,2000,6,2306517,41.83,14.96,86,140.6
6/1/2001,2001,6,2306517,46.9,14.96,53.16,163.9
6/1/2002,2002,6,2306517,41.83,14.96,53.16,154.13
6/1/2003,2003,6,2306517,41.83,23.5,81,148.7
6/1/2004,2004,6,2306517,150.1,24.4,65,214.1
6/1/2005,2005,6,2306517,53.6,23.7,76,139.2
6/1/2006,2006,6,2306517,7.5,14.96,53.16,128.6
6/1/2007,2007,6,2306517,17.5,14.96,53.16,151.4
6/1/2008,2008,6,2306517,25.8,21.6,82,145.6
6/1/2009,2009,6,2306517,55.3,14.96,53.16,179
6/1/2010,2010,6,2306517,64,22.9,87,156.7
6/1/2011,2011,6,2306517,89.7,23.7,85,168.4
6/1/2012,2012,6,2306517,32.9,24,72,163.5
6/1/2013,2013,6,2306517,22.4,14.96,53.16,205.2
6/1/2014,2014,6,2306517,39.8,25.1,74,163.4
6/1/2015,2015,6,2306517,35.2,25,66,151.5
6/1/2016,2016,6,2306517,54.9,23.8,77,186.8
6/1/2017,2017,6,2306517,99.1,23,85,152.4
6/1/2018,2018,6,2306517,41.8,23.6,74,169.4
6/1/2019,2019,6,2306517,41.83,14.96,53.16,154.13
6/1/1966,1966,6,2306507,136.1,15.9,77,162.4
6/1/1967,1967,6,2306507,109,16.3,80,90.5
6/1/1968,1968,6,2306507,149.5,15.6,72,114.2
6/1/1969,1969,6,2306507,84.5,16.4,82,145.2
6/1/1970,1970,6,2306507,24.4,15.7,78,146.9
6/1/1971,1971,6,2306507,16.9,15,81,145.7
6/1/1972,1972,6,2306507,60.3,17.1,75,123.4
6/1/1973,1973,6,2306507,75.9,15.6,81,111
6/1/1974,1974,6,2306507,27.1,15.5,80,138.9
6/1/1975,1975,6,2306507,22.9,15.6,81,143.3
6/1/1976,1976,6,2306507,21.7,16.1,77,123.6
6/1/1977,1977,6,2306507,63.7,16.8,75,141.3
6/1/1978,1978,6,2306507,18.2,16.2,80,134.9
6/1/1979,1979,6,2306507,57.3,16.8,81,112.8
6/1/1980,1980,6,2306507,52.3,16,76,80.3
6/1/1981,1981,6,2306507,69.6,15,82,93.6
6/1/1982,1982,6,2306507,33.6,15.7,78,33.4
6/1/1983,1983,6,2306507,23,16.2,74,151.8
6/1/1984,1984,6,2306507,30.3,13.7,83,135
6/1/1985,1985,6,2306507,16.4,15.4,76,41.8
6/1/1986,1986,6,2306507,29,15.69,74.5,101
6/1/1987,1987,6,2306507,7,15.69,74.5,111.88
6/1/1988,1988,6,2306507,141,15.69,74.5,111.88
6/1/1989,1989,6,2306507,16.6,15.69,74.5,111.88
6/1/1990,1990,6,2306507,3.5,15.69,74.5,111.88
6/1/1991,1991,6,2306507,10.2,17.5,80,110.6
6/1/1992,1992,6,2306507,11.9,19.6,68,134.1
6/1/1993,1993,6,2306507,0,19.4,72,38
6/1/1994,1994,6,2306507,27.1,17.1,76,149
6/1/1995,1995,6,2306507,68.3,15.4,78,107
6/1/1996,1996,6,2306507,66.1,17.2,82,96.1
6/1/1997,1997,6,2306507,70.5,18.5,75,123.2
6/1/1998,1998,6,2306507,43.5,19.2,76,104
6/1/1999,1999,6,2306507,135.7,14.7,74,112.3
6/1/2000,2000,6,2306507,51.9,15.1,81,89
6/1/2001,2001,6,2306507,29.4,12.5,53,63
6/1/2002,2002,6,2306507,27.6,16.1,73,3.9
6/1/2003,2003,6,2306507,43.81,16.2,78,68
6/1/2004,2004,6,2306507,5.1,15.8,75,127.2
6/1/2005,2005,6,2306507,59.7,16.8,84,92.3
6/1/2006,2006,6,2306507,49.7,15.69,74.5,114
6/1/2007,2007,6,2306507,6.9,15.69,74.5,114.7
6/1/2008,2008,6,2306507,57.5,15.2,84,104.8
6/1/2009,2009,6,2306507,33.7,19.8,77,129.1
6/1/2010,2010,6,2306507,47.6,16.4,77,114.2
6/1/2011,2011,6,2306507,95.9,17.1,78,108.3
6/1/2012,2012,6,2306507,33.5,18.4,73,154.4
6/1/2013,2013,6,2306507,22.2,18.3,81,148.8
6/1/2014,2014,6,2306507,6,19.1,77,156.2
6/1/2015,2015,6,2306507,6.8,21.5,87,118.6
6/1/2016,2016,6,2306507,24,18.3,83,126.6
6/1/2017,2017,6,2306507,80,18.8,90,105.2
6/1/2018,2018,6,2306507,5.4,18,75,98.7
6/1/2019,2019,6,2306507,43.81,15.69,74.5,111.88
6/1/1991,1991,6,2120641,35.6,25,83,141.8
6/1/1992,1992,6,2120641,21.3,24,79,90.3
6/1/1993,1993,6,2120641,10.6,24.5,81,138.5
6/1/1994,1994,6,2120641,29.6,19.2,82,152.1
6/1/1995,1995,6,2120641,123.6,23.9,85,147.7
6/1/1996,1996,6,2120641,30.5,24.3,84,87.3
6/1/1997,1997,6,2120641,85,25.2,83,74.6
6/1/1998,1998,6,2120641,13.7,25,78,137.7
6/1/1999,1999,6,2120641,251.5,20.9,77,108.5
6/1/2000,2000,6,2120641,134.1,25.4,57.26,114.4
6/1/2001,2001,6,2120641,43.4,26.3,83,96.51
6/1/2002,2002,6,2120641,1.1,25.9,80,52
6/1/2003,2003,6,2120641,0,24.8,67,96.51
6/1/2005,2005,6,2120641,53.38,20.6,57.26,96.51
6/1/2006,2006,6,2120641,130,20.6,57.26,96.51
6/1/2007,2007,6,2120641,16,20.6,57.26,15.2
6/1/2008,2008,6,2120641,99,25.1,90,129.6
6/1/2009,2009,6,2120641,107,20.6,57.26,96.51
6/1/2010,2010,6,2120641,88.2,25.5,87,181.7
6/1/2011,2011,6,2120641,7.1,25.7,87,158.3
6/1/2012,2012,6,2120641,18.2,28.6,83,171.8
6/1/2013,2013,6,2120641,44.1,20.6,57.26,187.5
6/1/2014,2014,6,2120641,45.9,27.9,83,131.8
6/1/2015,2015,6,2120641,27.7,28.9,75,102.1
6/1/2016,2016,6,2120641,29.2,28.1,57.26,88.9
6/1/2017,2017,6,2120641,55.8,20.6,57.26,113.4
6/1/2018,2018,6,2120641,34.8,26.1,79,80.7
6/1/2019,2019,6,2120641,11.5,25.8,57.26,96.51
6/1/1991,1991,6,2120630,34.4,10.3,85,137.1
6/1/1992,1992,6,2120630,33,11.3,79,161.6
6/1/1993,1993,6,2120630,56.98,10.1,59.21,113.79
6/1/1994,1994,6,2120630,50.6,11.9,82,173.2
6/1/1995,1995,6,2120630,63.4,13,69,133
6/1/1996,1996,6,2120630,31.7,11.5,74,143.6
6/1/1997,1997,6,2120630,79.3,12.7,64,162.5
6/1/1998,1998,6,2120630,56.8,13.8,67,135.3
6/1/1999,1999,6,2120630,51.6,13.8,63,165.8
6/1/2000,2000,6,2120630,40.1,10.1,59.21,120
6/1/2001,2001,6,2120630,55.8,11.2,77,97.4
6/1/2002,2002,6,2120630,120.1,11.5,79,113.79
6/1/2003,2003,6,2120630,56.98,25.1,69,113.79
6/1/2004,2004,6,2120630,56.98,10.1,59.21,113.79
6/1/2005,2005,6,2120630,53.2,10.1,59.21,113.79
6/1/2006,2006,6,2120630,102.9,13.1,75,123.5
6/1/2007,2007,6,2120630,85,10.1,59.21,103.8
6/1/2008,2008,6,2120630,90.3,11.6,83,143.6
6/1/2009,2009,6,2120630,40.7,12.4,77,137.2
6/1/2010,2010,6,2120630,91.6,12,79,157.7
6/1/2011,2011,6,2120630,38.1,11.5,80,190.7
6/1/2012,2012,6,2120630,41.9,11.9,86,202.5
6/1/2013,2013,6,2120630,39.7,10.1,59.21,206.5
6/1/2014,2014,6,2120630,97.7,12.2,83,126.2
6/1/2015,2015,6,2120630,137.6,11.9,85,98.9
6/1/2016,2016,6,2120630,37.9,12.9,80,135.5
6/1/2017,2017,6,2120630,120.7,12.7,96,118.3
6/1/2018,2018,6,2120630,58.4,11.8,85,126
6/1/2019,2019,6,2120630,56.98,12.7,59.21,113.79
6/1/1962,1962,6,2120540,88.9,10.8,79,113.42
6/1/1963,1963,6,2120540,27,11.4,78,113.42
6/1/1964,1964,6,2120540,56,11.1,80,113.42
6/1/1965,1965,6,2120540,13.5,10.7,80,113.42
6/1/1966,1966,6,2120540,45.5,11.7,74,113.42
6/1/1967,1967,6,2120540,96.5,10.4,81,113.42
6/1/1968,1968,6,2120540,108,10.6,75,113.42
