Fecha,Anio,Mes,Estacion,Precipitacion
2021-08-01,2021,8,2120639,17.703807830810547
2021-09-01,2021,9,2120639,84.56490325927734
2021-10-01,2021,10,2120639,203.02731323242188
2021-11-01,2021,11,2120639,197.92950439453125
2021-12-01,2021,12,2120639,56.487953186035156
2021-01-01,2021,1,2120641,71.490478515625
2021-02-01,2021,2,2120641,41.570674896240234
2021-03-01,2021,3,2120641,0.53326016664505
2021-04-01,2021,4,2120641,47.751060485839844
2021-05-01,2021,5,2120641,48.31041717529297
2021-06-01,2021,6,2120641,1.5692518949508667
2021-07-01,2021,7,2120641,25.906997680664062
2021-08-01,2021,8,2120641,8.9012451171875
2021-09-01,2021,9,2120641,36.39018249511719
2021-10-01,2021,10,2120641,134.51182556152344
2021-11-01,2021,11,2120641,99.06169128417969
2021-12-01,2021,12,2120641,62.56800842285156
2021-01-01,2021,1,2120644,31.720630645751953
2021-02-01,2021,2,2120644,103.98152923583984
2021-03-01,2021,3,2120644,92.64509582519531
2021-04-01,2021,4,2120644,167.47190856933594
2021-05-01,2021,5,2120644,160.68695068359375
2021-06-01,2021,6,2120644,46.8099365234375
2021-07-01,2021,7,2120644,28.308895111083984
2021-08-01,2021,8,2120644,34.19256591796875
2021-09-01,2021,9,2120644,28.062074661254883
2021-10-01,2021,10,2120644,106.04804992675781
2021-11-01,2021,11,2120644,91.65967559814453
2021-12-01,2021,12,2120644,53.1483039855957
2021-01-01,2021,1,2120646,37.845149993896484
2021-02-01,2021,2,2120646,67.41043090820312
2021-03-01,2021,3,2120646,43.37704849243164
2021-04-01,2021,4,2120646,145.58050537109375
2021-05-01,2021,5,2120646,181.6699676513672
2021-06-01,2021,6,2120646,106.25831604003906
2021-07-01,2021,7,2120646,41.77320861816406
2021-08-01,2021,8,2120646,45.628334045410156
2021-09-01,2021,9,2120646,100.12451934814453
2021-10-01,2021,10,2120646,173.33609008789062
2021-11-01,2021,11,2120646,176.35910034179688
2021-12-01,2021,12,2120646,107.67726135253906
2021-01-01,2021,1,2120647,171.6656494140625
2021-02-01,2021,2,2120647,165.6349334716797
2021-03-01,2021,3,2120647,172.6354522705078
2021-04-01,2021,4,2120647,234.26480102539062
2021-05-01,2021,5,2120647,249.96243286132812
2021-06-01,2021,6,2120647,43.95854949951172
2021-07-01,2021,7,2120647,47.79708480834961
2021-08-01,2021,8,2120647,-6.727572441101074
2021-09-01,2021,9,2120647,101.76351165771484
2021-10-01,2021,10,2120647,178.68612670898438
2021-11-01,2021,11,2120647,219.35789489746094
2021-12-01,2021,12,2120647,156.6460723876953
2021-01-01,2021,1,2306507,33.158077239990234
2021-02-01,2021,2,2306507,405.3064880371094
2021-03-01,2021,3,2306507,379.3288269042969
2021-04-01,2021,4,2306507,171.28005981445312
2021-05-01,2021,5,2306507,87.2050552368164
2021-06-01,2021,6,2306507,1.1942780017852783
2021-07-01,2021,7,2306507,14.527033805847168
2021-08-01,2021,8,2306507,24.12889862060547
2021-09-01,2021,9,2306507,120.6515884399414
2021-10-01,2021,10,2306507,231.17514038085938
2021-11-01,2021,11,2306507,194.3515167236328
2021-12-01,2021,12,2306507,87.66466522216797
2021-01-01,2021,1,2306516,95.95072937011719
2021-02-01,2021,2,2306516,255.08685302734375
2021-03-01,2021,3,2306516,50.62085723876953
2021-04-01,2021,4,2306516,164.15188598632812
2021-05-01,2021,5,2306516,284.52105712890625
2021-06-01,2021,6,2306516,52.11858367919922
2021-07-01,2021,7,2306516,33.56836700439453
2021-08-01,2021,8,2306516,56.07501983642578
2021-09-01,2021,9,2306516,87.3995132446289
2021-10-01,2021,10,2306516,132.5927734375
2021-11-01,2021,11,2306516,168.55767822265625
2021-12-01,2021,12,2306516,123.21753692626953
2021-01-01,2021,1,2306517,95.84019470214844
2021-02-01,2021,2,2306517,94.75940704345703
2021-03-01,2021,3,2306517,163.3935546875
2021-04-01,2021,4,2306517,106.50173950195312
2021-05-01,2021,5,2306517,220.74732971191406
2021-06-01,2021,6,2306517,53.99705505371094
2021-07-01,2021,7,2306517,32.89542770385742
2021-08-01,2021,8,2306517,-1.0355498790740967
2021-09-01,2021,9,2306517,69.68783569335938
2021-10-01,2021,10,2306517,174.3092498779297
2021-11-01,2021,11,2306517,97.85615539550781
2021-12-01,2021,12,2306517,80.97283935546875
2021-01-01,2021,1,2401513,29.420778274536133
2021-02-01,2021,2,2401513,36.00678253173828
2021-03-01,2021,3,2401513,57.274688720703125
2021-04-01,2021,4,2401513,83.0815200805664
2021-05-01,2021,5,2401513,91.17117309570312
2021-06-01,2021,6,2401513,54.637054443359375
2021-07-01,2021,7,2401513,37.832672119140625
2021-08-01,2021,8,2401513,35.1641960144043
2021-09-01,2021,9,2401513,36.02892303466797
2021-10-01,2021,10,2401513,124.2065658569336
2021-11-01,2021,11,2401513,113.00180053710938
2021-12-01,2021,12,2401513,36.503719329833984
2021-01-01,2021,1,2401519,15.005249977111816
2021-02-01,2021,2,2401519,53.729434967041016
2021-03-01,2021,3,2401519,79.89181518554688
2021-04-01,2021,4,2401519,112.89173126220703
2021-05-01,2021,5,2401519,54.16819763183594
2021-06-01,2021,6,2401519,64.56551361083984
2021-07-01,2021,7,2401519,40.53211212158203
2021-08-01,2021,8,2401519,34.2554931640625
2021-09-01,2021,9,2401519,63.7461051940918
2021-10-01,2021,10,2401519,104.52821350097656
2021-11-01,2021,11,2401519,96.96893310546875
2021-12-01,2021,12,2401519,19.274852752685547
